EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SPECIES,SEX_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,DNA(%),LDH(%)
5058,08,2,chlormezanone,Rat,Male,8 hr,50,É M,Middle,100.9,99.6
5058,09,1,chlormezanone,Rat,Male,24 hr,50,É M,Middle,96.3,100.4
5058,09,2,chlormezanone,Rat,Male,24 hr,50,É M,Middle,101.7,99.1
5058,10,1,chlormezanone,Rat,Male,2 hr,250,É M,High,92.6,100.3
5058,10,2,chlormezanone,Rat,Male,2 hr,250,É M,High,98.1,100.4
5058,11,1,chlormezanone,Rat,Male,8 hr,250,É M,High,99.6,99.9
5058,11,2,chlormezanone,Rat,Male,8 hr,250,É M,High,102.7,100.2
5058,12,1,chlormezanone,Rat,Male,24 hr,250,É M,High,97.1,99.6
5058,12,2,chlormezanone,Rat,Male,24 hr,250,É M,High,102.5,98.9
5059,01,1,metformin,Rat,Male,2 hr,0,É M,Control,98.9,99.7
5059,01,2,metformin,Rat,Male,2 hr,0,É M,Control,101.1,100.3
5059,02,1,metformin,Rat,Male,8 hr,0,É M,Control,102.0,99.8
5059,02,2,metformin,Rat,Male,8 hr,0,É M,Control,98.0,100.2
5059,03,1,metformin,Rat,Male,24 hr,0,É M,Control,100.5,100.0
5059,03,2,metformin,Rat,Male,24 hr,0,É M,Control,99.5,100.0
5059,04,1,metformin,Rat,Male,2 hr,40,É M,Low,102.9,100.0
5059,04,2,metformin,Rat,Male,2 hr,40,É M,Low,106.6,100.3
5059,05,1,metformin,Rat,Male,8 hr,40,É M,Low,102.0,99.5
5059,05,2,metformin,Rat,Male,8 hr,40,É M,Low,107.3,99.5
5059,06,1,metformin,Rat,Male,24 hr,40,É M,Low,102.9,99.8
5059,06,2,metformin,Rat,Male,24 hr,40,É M,Low,102.1,99.4
5059,07,1,metformin,Rat,Male,2 hr,200,É M,Middle,108.1,99.4
5059,07,2,metformin,Rat,Male,2 hr,200,É M,Middle,102.3,100.1
5059,08,1,metformin,Rat,Male,8 hr,200,É M,Middle,103.7,99.8
5059,08,2,metformin,Rat,Male,8 hr,200,É M,Middle,105.1,99.5
5059,09,1,metformin,Rat,Male,24 hr,200,É M,Middle,105.3,97.2
5059,09,2,metformin,Rat,Male,24 hr,200,É M,Middle,103.8,99.0
5059,10,1,metformin,Rat,Male,2 hr,1000,É M,High,101.1,99.5
5059,10,2,metformin,Rat,Male,2 hr,1000,É M,High,99.2,99.9
5059,11,1,metformin,Rat,Male,8 hr,1000,É M,High,102.4,99.0
5059,11,2,metformin,Rat,Male,8 hr,1000,É M,High,107.6,99.4
5059,12,1,metformin,Rat,Male,24 hr,1000,É M,High,100.0,99.9
5059,12,2,metformin,Rat,Male,24 hr,1000,É M,High,98.6,100.4
5060,01,1,tamoxifen,Rat,Male,2 hr,0,É M,Control,98.5,99.9
5060,01,2,tamoxifen,Rat,Male,2 hr,0,É M,Control,101.5,100.1
5060,02,1,tamoxifen,Rat,Male,8 hr,0,É M,Control,98.9,100.0
5060,02,2,tamoxifen,Rat,Male,8 hr,0,É M,Control,101.1,100.0
5060,03,1,tamoxifen,Rat,Male,24 hr,0,É M,Control,96.7,100.0
5060,03,2,tamoxifen,Rat,Male,24 hr,0,É M,Control,103.3,100.0
5060,04,1,tamoxifen,Rat,Male,2 hr,0,É M,Low,97.0,100.1
5060,04,2,tamoxifen,Rat,Male,2 hr,0,É M,Low,99.5,100.1
5060,05,1,tamoxifen,Rat,Male,8 hr,0,É M,Low,112.3,99.4
5060,05,2,tamoxifen,Rat,Male,8 hr,0,É M,Low,110.8,99.4
5060,06,1,tamoxifen,Rat,Male,24 hr,0,É M,Low,102.4,99.6
5060,06,2,tamoxifen,Rat,Male,24 hr,0,É M,Low,104.9,99.9
5060,07,1,tamoxifen,Rat,Male,2 hr,1,É M,Middle,105.6,99.5
5060,07,2,tamoxifen,Rat,Male,2 hr,1,É M,Middle,105.8,99.7
5060,08,1,tamoxifen,Rat,Male,8 hr,1,É M,Middle,114.1,99.5
5060,08,2,tamoxifen,Rat,Male,8 hr,1,É M,Middle,122.4,98.5
5060,09,1,tamoxifen,Rat,Male,24 hr,1,É M,Middle,102.7,100.1
5060,09,2,tamoxifen,Rat,Male,24 hr,1,É M,Middle,104.5,100.8
5060,10,1,tamoxifen,Rat,Male,2 hr,3,É M,High,109.3,99.5
5060,10,2,tamoxifen,Rat,Male,2 hr,3,É M,High,111.9,99.2
5060,11,1,tamoxifen,Rat,Male,8 hr,3,É M,High,118.6,98.1
5060,11,2,tamoxifen,Rat,Male,8 hr,3,É M,High,119.2,98.5
5060,12,1,tamoxifen,Rat,Male,24 hr,3,É M,High,103.1,99.1
5060,12,2,tamoxifen,Rat,Male,24 hr,3,É M,High,104.7,99.1
5061,01,1,ethinylestradiol,Rat,Male,2 hr,0,É M,Control,93.9,100.0
5061,01,2,ethinylestradiol,Rat,Male,2 hr,0,É M,Control,106.1,100.0
5061,02,1,ethinylestradiol,Rat,Male,8 hr,0,É M,Control,101.2,99.7
5061,02,2,ethinylestradiol,Rat,Male,8 hr,0,É M,Control,98.8,100.3
5061,03,1,ethinylestradiol,Rat,Male,24 hr,0,É M,Control,99.1,99.7
5061,03,2,ethinylestradiol,Rat,Male,24 hr,0,É M,Control,100.9,100.3
5061,04,1,ethinylestradiol,Rat,Male,2 hr,1,É M,Low,99.5,99.3
5061,04,2,ethinylestradiol,Rat,Male,2 hr,1,É M,Low,107.6,99.7
5061,05,1,ethinylestradiol,Rat,Male,8 hr,1,É M,Low,101.4,101.7
5061,05,2,ethinylestradiol,Rat,Male,8 hr,1,É M,Low,96.9,101.4
5061,06,1,ethinylestradiol,Rat,Male,24 hr,1,É M,Low,96.8,100.8
5061,06,2,ethinylestradiol,Rat,Male,24 hr,1,É M,Low,98.5,100.1
5061,07,1,ethinylestradiol,Rat,Male,2 hr,3,É M,Middle,109.2,99.6
5061,07,2,ethinylestradiol,Rat,Male,2 hr,3,É M,Middle,114.9,99.8
5061,08,1,ethinylestradiol,Rat,Male,8 hr,3,É M,Middle,100.1,101.7
5061,08,2,ethinylestradiol,Rat,Male,8 hr,3,É M,Middle,103.0,101.5
5061,09,1,ethinylestradiol,Rat,Male,24 hr,3,É M,Middle,100.6,101.4
5061,09,2,ethinylestradiol,Rat,Male,24 hr,3,É M,Middle,100.0,101.1
5061,10,1,ethinylestradiol,Rat,Male,2 hr,15,É M,High,101.7,99.7
5061,10,2,ethinylestradiol,Rat,Male,2 hr,15,É M,High,98.4,99.7
5061,11,1,ethinylestradiol,Rat,Male,8 hr,15,É M,High,101.6,101.0
5061,11,2,ethinylestradiol,Rat,Male,8 hr,15,É M,High,100.9,101.2
5061,12,1,ethinylestradiol,Rat,Male,24 hr,15,É M,High,100.2,101.6
5061,12,2,ethinylestradiol,Rat,Male,24 hr,15,É M,High,109.0,101.4
5062,01,1,methyldopa,Rat,Male,2 hr,0,É M,Control,100.4,100.0
5062,01,2,methyldopa,Rat,Male,2 hr,0,É M,Control,99.6,100.0
5062,02,1,methyldopa,Rat,Male,8 hr,0,É M,Control,98.3,99.8
5062,02,2,methyldopa,Rat,Male,8 hr,0,É M,Control,101.7,100.2
5062,03,1,methyldopa,Rat,Male,24 hr,0,É M,Control,100.8,99.5
5062,03,2,methyldopa,Rat,Male,24 hr,0,É M,Control,99.2,100.5
5062,04,1,methyldopa,Rat,Male,2 hr,2,É M,Low,111.6,99.6
5062,04,2,methyldopa,Rat,Male,2 hr,2,É M,Low,116.7,99.9
5062,05,1,methyldopa,Rat,Male,8 hr,2,É M,Low,106.1,100.0
5062,05,2,methyldopa,Rat,Male,8 hr,2,É M,Low,107.3,99.7
5062,06,1,methyldopa,Rat,Male,24 hr,2,É M,Low,105.7,98.4
5062,06,2,methyldopa,Rat,Male,24 hr,2,É M,Low,103.6,98.8
5062,07,1,methyldopa,Rat,Male,2 hr,10,É M,Middle,110.0,99.7
5062,07,2,methyldopa,Rat,Male,2 hr,10,É M,Middle,116.8,99.9
5062,08,1,methyldopa,Rat,Male,8 hr,10,É M,Middle,109.9,98.9
5062,08,2,methyldopa,Rat,Male,8 hr,10,É M,Middle,116.9,98.8
5062,09,1,methyldopa,Rat,Male,24 hr,10,É M,Middle,110.7,96.7
5062,09,2,methyldopa,Rat,Male,24 hr,10,É M,Middle,110.5,96.4
5062,10,1,methyldopa,Rat,Male,2 hr,50,É M,High,117.1,99.1
5062,10,2,methyldopa,Rat,Male,2 hr,50,É M,High,128.2,98.9
5062,11,1,methyldopa,Rat,Male,8 hr,50,É M,High,112.8,97.8
5062,11,2,methyldopa,Rat,Male,8 hr,50,É M,High,112.4,98.0
5062,12,1,methyldopa,Rat,Male,24 hr,50,É M,High,110.1,95.6
5062,12,2,methyldopa,Rat,Male,24 hr,50,É M,High,110.5,95.2
5063,01,1,methimazole,Rat,Male,2 hr,0,É M,Control,97.6,99.6
5063,01,2,methimazole,Rat,Male,2 hr,0,É M,Control,102.4,100.4
5063,02,1,methimazole,Rat,Male,8 hr,0,É M,Control,99.7,100.5
5063,02,2,methimazole,Rat,Male,8 hr,0,É M,Control,100.3,99.5
5063,03,1,methimazole,Rat,Male,24 hr,0,É M,Control,95.7,99.9
5063,03,2,methimazole,Rat,Male,24 hr,0,É M,Control,104.3,100.1
5063,04,1,methimazole,Rat,Male,2 hr,400,É M,Low,94.7,100.1
5063,04,2,methimazole,Rat,Male,2 hr,400,É M,Low,97.0,100.4
5063,05,1,methimazole,Rat,Male,8 hr,400,É M,Low,100.1,100.3
5063,05,2,methimazole,Rat,Male,8 hr,400,É M,Low,99.3,100.9
5063,06,1,methimazole,Rat,Male,24 hr,400,É M,Low,100.2,100.9
5063,06,2,methimazole,Rat,Male,24 hr,400,É M,Low,100.3,100.0
5063,07,1,methimazole,Rat,Male,2 hr,2000,É M,Middle,102.7,99.2
5063,07,2,methimazole,Rat,Male,2 hr,2000,É M,Middle,96.4,99.6
5063,08,1,methimazole,Rat,Male,8 hr,2000,É M,Middle,93.2,100.7
5063,08,2,methimazole,Rat,Male,8 hr,2000,É M,Middle,98.0,100.6
5063,09,1,methimazole,Rat,Male,24 hr,2000,É M,Middle,96.9,101.2
5063,09,2,methimazole,Rat,Male,24 hr,2000,É M,Middle,96.0,100.8
5063,10,1,methimazole,Rat,Male,2 hr,10000,É M,High,90.1,102.3
5063,10,2,methimazole,Rat,Male,2 hr,10000,É M,High,93.2,102.5
5063,11,1,methimazole,Rat,Male,8 hr,10000,É M,High,94.0,100.5
5063,11,2,methimazole,Rat,Male,8 hr,10000,É M,High,100.0,100.7
5063,12,1,methimazole,Rat,Male,24 hr,10000,É M,High,92.3,107.3
5063,12,2,methimazole,Rat,Male,24 hr,10000,É M,High,95.4,107.3
5064,01,1,monocrotaline,Rat,Male,2 hr,0,É M,Control,97.5,99.9
5064,01,2,monocrotaline,Rat,Male,2 hr,0,É M,Control,102.5,100.1
5064,02,1,monocrotaline,Rat,Male,8 hr,0,É M,Control,99.8,99.9
5064,02,2,monocrotaline,Rat,Male,8 hr,0,É M,Control,100.2,100.1
5064,03,1,monocrotaline,Rat,Male,24 hr,0,É M,Control,100.3,100.1
5064,03,2,monocrotaline,Rat,Male,24 hr,0,É M,Control,99.7,99.9
5064,04,1,monocrotaline,Rat,Male,2 hr,4,É M,Low,106.3,99.9
5064,04,2,monocrotaline,Rat,Male,2 hr,4,É M,Low,100.8,99.5
5064,05,1,monocrotaline,Rat,Male,8 hr,4,É M,Low,101.2,100.1
5064,05,2,monocrotaline,Rat,Male,8 hr,4,É M,Low,102.3,100.3
5064,06,1,monocrotaline,Rat,Male,24 hr,4,É M,Low,99.4,101.1
5064,06,2,monocrotaline,Rat,Male,24 hr,4,É M,Low,99.5,101.0
5064,07,1,monocrotaline,Rat,Male,2 hr,18,É M,Middle,108.3,100.5
5064,07,2,monocrotaline,Rat,Male,2 hr,18,É M,Middle,105.0,100.1
5064,08,1,monocrotaline,Rat,Male,8 hr,18,É M,Middle,100.2,100.1
5064,08,2,monocrotaline,Rat,Male,8 hr,18,É M,Middle,99.0,100.4
5064,09,1,monocrotaline,Rat,Male,24 hr,18,É M,Middle,95.0,101.7
5064,09,2,monocrotaline,Rat,Male,24 hr,18,É M,Middle,94.9,100.4
5064,10,1,monocrotaline,Rat,Male,2 hr,90,É M,High,103.1,99.6
5064,10,2,monocrotaline,Rat,Male,2 hr,90,É M,High,99.4,100.0
5064,11,1,monocrotaline,Rat,Male,8 hr,90,É M,High,100.4,99.3
5064,11,2,monocrotaline,Rat,Male,8 hr,90,É M,High,99.3,99.6
5064,12,1,monocrotaline,Rat,Male,24 hr,90,É M,High,91.8,100.1
5064,12,2,monocrotaline,Rat,Male,24 hr,90,É M,High,96.3,99.7
5065,01,1,vitamin A,Rat,Male,2 hr,0,É M,Control,96.6,100.0
5065,01,2,vitamin A,Rat,Male,2 hr,0,É M,Control,103.4,100.0
5065,02,1,vitamin A,Rat,Male,8 hr,0,É M,Control,98.5,99.7
5065,02,2,vitamin A,Rat,Male,8 hr,0,É M,Control,101.5,100.3
5065,03,1,vitamin A,Rat,Male,24 hr,0,É M,Control,99.6,100.9
5065,03,2,vitamin A,Rat,Male,24 hr,0,É M,Control,100.4,99.1
5065,04,1,vitamin A,Rat,Male,2 hr,0,É M,Low,95.8,99.8
5065,04,2,vitamin A,Rat,Male,2 hr,0,É M,Low,101.9,99.7
5065,05,1,vitamin A,Rat,Male,8 hr,0,É M,Low,96.7,99.9
5065,05,2,vitamin A,Rat,Male,8 hr,0,É M,Low,104.3,99.5
5065,06,1,vitamin A,Rat,Male,24 hr,0,É M,Low,101.1,101.5
5065,06,2,vitamin A,Rat,Male,24 hr,0,É M,Low,98.9,101.2
5065,07,1,vitamin A,Rat,Male,2 hr,2,É M,Middle,92.6,99.9
5065,07,2,vitamin A,Rat,Male,2 hr,2,É M,Middle,95.0,100.0
5065,08,1,vitamin A,Rat,Male,8 hr,2,É M,Middle,102.8,98.8
5065,08,2,vitamin A,Rat,Male,8 hr,2,É M,Middle,102.5,100.1
5065,09,1,vitamin A,Rat,Male,24 hr,2,É M,Middle,98.8,101.6
5065,09,2,vitamin A,Rat,Male,24 hr,2,É M,Middle,97.7,100.8
5065,10,1,vitamin A,Rat,Male,2 hr,8,É M,High,93.3,99.6
5065,10,2,vitamin A,Rat,Male,2 hr,8,É M,High,90.7,99.2
5065,11,1,vitamin A,Rat,Male,8 hr,8,É M,High,101.5,98.7
5065,11,2,vitamin A,Rat,Male,8 hr,8,É M,High,99.4,99.1
5065,12,1,vitamin A,Rat,Male,24 hr,8,É M,High,91.2,102.8
5065,12,2,vitamin A,Rat,Male,24 hr,8,É M,High,96.4,100.5
5066,01,1,acetaminophen,Human,Female,2 hr,0,É M,Control,98.3,99.9
5066,01,2,acetaminophen,Human,Female,2 hr,0,É M,Control,101.7,100.1
5066,02,1,acetaminophen,Human,Female,8 hr,0,É M,Control,97.1,100.0
5066,02,2,acetaminophen,Human,Female,8 hr,0,É M,Control,102.9,100.0
5066,03,1,acetaminophen,Human,Female,24 hr,0,É M,Control,100.2,99.3
5066,03,2,acetaminophen,Human,Female,24 hr,0,É M,Control,99.8,100.7
5066,04,1,acetaminophen,Human,Female,2 hr,200,É M,Low,97.8,100.4
5066,04,2,acetaminophen,Human,Female,2 hr,200,É M,Low,105.7,100.4
5066,05,1,acetaminophen,Human,Female,8 hr,200,É M,Low,96.2,100.3
5066,05,2,acetaminophen,Human,Female,8 hr,200,É M,Low,103.2,100.5
5066,06,1,acetaminophen,Human,Female,24 hr,200,É M,Low,96.1,100.5
5066,06,2,acetaminophen,Human,Female,24 hr,200,É M,Low,102.0,99.8
5066,07,1,acetaminophen,Human,Female,2 hr,1000,É M,Middle,100.9,100.7
5066,07,2,acetaminophen,Human,Female,2 hr,1000,É M,Middle,100.3,100.4
5066,08,1,acetaminophen,Human,Female,8 hr,1000,É M,Middle,97.4,100.8
5066,08,2,acetaminophen,Human,Female,8 hr,1000,É M,Middle,99.7,100.5
5066,09,1,acetaminophen,Human,Female,24 hr,1000,É M,Middle,95.3,100.9
5066,09,2,acetaminophen,Human,Female,24 hr,1000,É M,Middle,99.0,100.2
5066,10,1,acetaminophen,Human,Female,2 hr,5000,É M,High,98.2,103.6
5066,10,2,acetaminophen,Human,Female,2 hr,5000,É M,High,101.7,103.3
5066,11,1,acetaminophen,Human,Female,8 hr,5000,É M,High,96.2,104.4
5066,11,2,acetaminophen,Human,Female,8 hr,5000,É M,High,99.8,103.4
5066,12,1,acetaminophen,Human,Female,24 hr,5000,É M,High,89.9,108.5
5066,12,2,acetaminophen,Human,Female,24 hr,5000,É M,High,94.4,108.3
5067,01,1,isoniazid,Human,Female,2 hr,0,É M,Control,100.0,98.8
5067,01,2,isoniazid,Human,Female,2 hr,0,É M,Control,100.0,101.2
5067,02,1,isoniazid,Human,Female,8 hr,0,É M,Control,97.7,99.9
5067,02,2,isoniazid,Human,Female,8 hr,0,É M,Control,102.3,100.1
5067,03,1,isoniazid,Human,Female,24 hr,0,É M,Control,97.8,100.3
5067,03,2,isoniazid,Human,Female,24 hr,0,É M,Control,102.2,99.7
5067,04,1,isoniazid,Human,Female,2 hr,400,É M,Low,107.9,100.6
5067,04,2,isoniazid,Human,Female,2 hr,400,É M,Low,118.5,100.6
5067,05,1,isoniazid,Human,Female,8 hr,400,É M,Low,95.3,100.4
5067,05,2,isoniazid,Human,Female,8 hr,400,É M,Low,101.9,99.9
5067,06,1,isoniazid,Human,Female,24 hr,400,É M,Low,96.6,100.3
5067,06,2,isoniazid,Human,Female,24 hr,400,É M,Low,105.7,100.1
5067,07,1,isoniazid,Human,Female,2 hr,2000,É M,Middle,98.8,100.0
5067,07,2,isoniazid,Human,Female,2 hr,2000,É M,Middle,104.6,100.0
5067,08,1,isoniazid,Human,Female,8 hr,2000,É M,Middle,91.7,99.9
5067,08,2,isoniazid,Human,Female,8 hr,2000,É M,Middle,97.9,100.4
5067,09,1,isoniazid,Human,Female,24 hr,2000,É M,Middle,96.7,101.6
5067,09,2,isoniazid,Human,Female,24 hr,2000,É M,Middle,102.3,100.5
5067,10,1,isoniazid,Human,Female,2 hr,10000,É M,High,100.4,100.0
5067,10,2,isoniazid,Human,Female,2 hr,10000,É M,High,110.4,100.6
5067,11,1,isoniazid,Human,Female,8 hr,10000,É M,High,93.1,102.2
5067,11,2,isoniazid,Human,Female,8 hr,10000,É M,High,101.2,101.9
5067,12,1,isoniazid,Human,Female,24 hr,10000,É M,High,93.0,102.6
5067,12,2,isoniazid,Human,Female,24 hr,10000,É M,High,95.1,102.8
5068,01,1,carbon tetrachloride,Human,Female,2 hr,0,É M,Control,101.4,100.0
5068,01,2,carbon tetrachloride,Human,Female,2 hr,0,É M,Control,98.6,100.0
5068,02,1,carbon tetrachloride,Human,Female,8 hr,0,É M,Control,98.3,100.0
5068,02,2,carbon tetrachloride,Human,Female,8 hr,0,É M,Control,101.7,100.0
5068,03,1,carbon tetrachloride,Human,Female,24 hr,0,É M,Control,97.7,100.0
5068,03,2,carbon tetrachloride,Human,Female,24 hr,0,É M,Control,102.3,100.0
5068,04,1,carbon tetrachloride,Human,Female,2 hr,300,É M,Low,98.9,100.5
5068,04,2,carbon tetrachloride,Human,Female,2 hr,300,É M,Low,104.0,100.0
5068,05,1,carbon tetrachloride,Human,Female,8 hr,300,É M,Low,100.9,100.2
5068,05,2,carbon tetrachloride,Human,Female,8 hr,300,É M,Low,105.3,100.5
5068,06,1,carbon tetrachloride,Human,Female,24 hr,300,É M,Low,96.7,100.9
5068,06,2,carbon tetrachloride,Human,Female,24 hr,300,É M,Low,100.8,100.4
5068,07,1,carbon tetrachloride,Human,Female,2 hr,1500,É M,Middle,96.8,100.0
5068,07,2,carbon tetrachloride,Human,Female,2 hr,1500,É M,Middle,97.0,100.5
5068,08,1,carbon tetrachloride,Human,Female,8 hr,1500,É M,Middle,100.8,99.8
5068,08,2,carbon tetrachloride,Human,Female,8 hr,1500,É M,Middle,102.6,100.2
5068,09,1,carbon tetrachloride,Human,Female,24 hr,1500,É M,Middle,94.7,100.9
5068,09,2,carbon tetrachloride,Human,Female,24 hr,1500,É M,Middle,102.0,100.4
5068,10,1,carbon tetrachloride,Human,Female,2 hr,7500,É M,High,93.3,100.2
5068,10,2,carbon tetrachloride,Human,Female,2 hr,7500,É M,High,98.5,100.5
5068,11,1,carbon tetrachloride,Human,Female,8 hr,7500,É M,High,94.8,100.5
5068,11,2,carbon tetrachloride,Human,Female,8 hr,7500,É M,High,101.6,99.5
5068,12,1,carbon tetrachloride,Human,Female,24 hr,7500,É M,High,95.5,100.2
5068,12,2,carbon tetrachloride,Human,Female,24 hr,7500,É M,High,100.1,100.0
5069,01,1,phenobarbital,Human,Female,2 hr,0,É M,Control,96.7,100.3
5069,01,2,phenobarbital,Human,Female,2 hr,0,É M,Control,103.3,99.7
5069,02,1,phenobarbital,Human,Female,8 hr,0,É M,Control,96.7,100.1
5069,02,2,phenobarbital,Human,Female,8 hr,0,É M,Control,103.3,99.9
5069,03,1,phenobarbital,Human,Female,24 hr,0,É M,Control,98.4,100.1
5069,03,2,phenobarbital,Human,Female,24 hr,0,É M,Control,101.6,99.9
5069,04,1,phenobarbital,Human,Female,2 hr,400,É M,Low,97.9,100.6
5069,04,2,phenobarbital,Human,Female,2 hr,400,É M,Low,100.0,100.3
5069,05,1,phenobarbital,Human,Female,8 hr,400,É M,Low,102.6,99.9
5069,05,2,phenobarbital,Human,Female,8 hr,400,É M,Low,102.9,99.9
5069,06,1,phenobarbital,Human,Female,24 hr,400,É M,Low,94.7,100.6
5069,06,2,phenobarbital,Human,Female,24 hr,400,É M,Low,98.1,100.9
5069,07,1,phenobarbital,Human,Female,2 hr,2000,É M,Middle,95.1,100.9
5069,07,2,phenobarbital,Human,Female,2 hr,2000,É M,Middle,100.1,100.9
5069,08,1,phenobarbital,Human,Female,8 hr,2000,É M,Middle,106.8,100.4
5069,08,2,phenobarbital,Human,Female,8 hr,2000,É M,Middle,102.2,100.1
5069,09,1,phenobarbital,Human,Female,24 hr,2000,É M,Middle,92.7,101.4
5069,09,2,phenobarbital,Human,Female,24 hr,2000,É M,Middle,97.2,101.2
5069,10,1,phenobarbital,Human,Female,2 hr,10000,É M,High,97.0,100.9
5069,10,2,phenobarbital,Human,Female,2 hr,10000,É M,High,103.5,100.6
5069,11,1,phenobarbital,Human,Female,8 hr,10000,É M,High,98.9,101.2
5069,11,2,phenobarbital,Human,Female,8 hr,10000,É M,High,97.1,100.6
5069,12,1,phenobarbital,Human,Female,24 hr,10000,É M,High,88.9,105.8
5069,12,2,phenobarbital,Human,Female,24 hr,10000,É M,High,93.9,106.0
5070,01,1,valproic acid,Human,Female,2 hr,0,É M,Control,99.2,100.0
5070,01,2,valproic acid,Human,Female,2 hr,0,É M,Control,100.8,100.0
5070,02,1,valproic acid,Human,Female,8 hr,0,É M,Control,98.4,99.9
5070,02,2,valproic acid,Human,Female,8 hr,0,É M,Control,101.6,100.1
5070,03,1,valproic acid,Human,Female,24 hr,0,É M,Control,96.9,100.1
5070,03,2,valproic acid,Human,Female,24 hr,0,É M,Control,103.1,99.9
5070,04,1,valproic acid,Human,Female,2 hr,200,É M,Low,94.9,100.0
5070,04,2,valproic acid,Human,Female,2 hr,200,É M,Low,94.0,100.9
5070,05,1,valproic acid,Human,Female,8 hr,200,É M,Low,96.2,100.7
5070,05,2,valproic acid,Human,Female,8 hr,200,É M,Low,101.4,101.2
5070,06,1,valproic acid,Human,Female,24 hr,200,É M,Low,91.3,101.3
5070,06,2,valproic acid,Human,Female,24 hr,200,É M,Low,95.2,100.8
5070,07,1,valproic acid,Human,Female,2 hr,1000,É M,Middle,100.3,100.5
5070,07,2,valproic acid,Human,Female,2 hr,1000,É M,Middle,98.5,101.4
5070,08,1,valproic acid,Human,Female,8 hr,1000,É M,Middle,95.9,100.9
5070,08,2,valproic acid,Human,Female,8 hr,1000,É M,Middle,98.6,100.7
5070,09,1,valproic acid,Human,Female,24 hr,1000,É M,Middle,95.2,101.3
5070,09,2,valproic acid,Human,Female,24 hr,1000,É M,Middle,95.0,101.5
5070,10,1,valproic acid,Human,Female,2 hr,5000,É M,High,95.5,101.4
5070,10,2,valproic acid,Human,Female,2 hr,5000,É M,High,101.9,100.5
5070,11,1,valproic acid,Human,Female,8 hr,5000,É M,High,95.1,101.2
5070,11,2,valproic acid,Human,Female,8 hr,5000,É M,High,97.5,101.2
5070,12,1,valproic acid,Human,Female,24 hr,5000,É M,High,90.5,102.9
5070,12,2,valproic acid,Human,Female,24 hr,5000,É M,High,92.7,102.7
5071,01,1,clofibrate,Human,Female,2 hr,0,É M,Control,99.2,99.9
5071,01,2,clofibrate,Human,Female,2 hr,0,É M,Control,100.8,100.1
5071,02,1,clofibrate,Human,Female,8 hr,0,É M,Control,98.4,99.9
5071,02,2,clofibrate,Human,Female,8 hr,0,É M,Control,101.6,100.1
5071,03,1,clofibrate,Human,Female,24 hr,0,É M,Control,97.2,100.5
5071,03,2,clofibrate,Human,Female,24 hr,0,É M,Control,102.8,99.5
5071,04,1,clofibrate,Human,Female,2 hr,12,É M,Low,98.1,99.9
5071,04,2,clofibrate,Human,Female,2 hr,12,É M,Low,103.9,100.7
5071,05,1,clofibrate,Human,Female,8 hr,12,É M,Low,98.8,99.6
5071,05,2,clofibrate,Human,Female,8 hr,12,É M,Low,100.9,99.9
5071,06,1,clofibrate,Human,Female,24 hr,12,É M,Low,96.0,100.3
5071,06,2,clofibrate,Human,Female,24 hr,12,É M,Low,100.5,100.1
5071,07,1,clofibrate,Human,Female,2 hr,60,É M,Middle,95.2,99.1
5071,07,2,clofibrate,Human,Female,2 hr,60,É M,Middle,97.9,100.1
5071,08,1,clofibrate,Human,Female,8 hr,60,É M,Middle,94.6,100.1
5071,08,2,clofibrate,Human,Female,8 hr,60,É M,Middle,98.9,100.1
5071,09,1,clofibrate,Human,Female,24 hr,60,É M,Middle,101.0,99.5
5071,09,2,clofibrate,Human,Female,24 hr,60,É M,Middle,99.2,100.3
5071,10,1,clofibrate,Human,Female,2 hr,300,É M,High,93.4,99.6
5071,10,2,clofibrate,Human,Female,2 hr,300,É M,High,95.3,100.1
5071,11,1,clofibrate,Human,Female,8 hr,300,É M,High,93.6,100.1
5071,11,2,clofibrate,Human,Female,8 hr,300,É M,High,92.0,100.1
5071,12,1,clofibrate,Human,Female,24 hr,300,É M,High,92.9,100.3
5071,12,2,clofibrate,Human,Female,24 hr,300,É M,High,94.4,100.7
5073,01,1,rifampicin,Human,Female,2 hr,0,É M,Control,98.9,99.9
5073,01,2,rifampicin,Human,Female,2 hr,0,É M,Control,101.1,100.1
5073,02,1,rifampicin,Human,Female,8 hr,0,É M,Control,99.1,99.7
5073,02,2,rifampicin,Human,Female,8 hr,0,É M,Control,100.9,100.3
5073,03,1,rifampicin,Human,Female,24 hr,0,É M,Control,97.7,99.9
5073,03,2,rifampicin,Human,Female,24 hr,0,É M,Control,102.3,100.1
5073,04,1,rifampicin,Human,Female,2 hr,3,É M,Low,96.8,99.8
5073,04,2,rifampicin,Human,Female,2 hr,3,É M,Low,103.5,100.7
5073,05,1,rifampicin,Human,Female,8 hr,3,É M,Low,98.0,99.9
5073,05,2,rifampicin,Human,Female,8 hr,3,É M,Low,100.8,100.3
5073,06,1,rifampicin,Human,Female,24 hr,3,É M,Low,96.4,100.1
5073,06,2,rifampicin,Human,Female,24 hr,3,É M,Low,100.8,100.4
5073,07,1,rifampicin,Human,Female,2 hr,14,É M,Middle,93.5,100.1
5073,07,2,rifampicin,Human,Female,2 hr,14,É M,Middle,98.5,100.1
