EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SINGLE_REPEAT_TYPE,SEX_TYPE,STRAIN_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,TERMINAL_BW(g),LIVER(g),KIDNEY_TOTAL(g),KIDNEY_R(g),KIDNEY_L(g)
0091,09,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,150,mg/kg,Middle,238.5,11.821,2.127,1.071,1.056
0091,10,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,150,mg/kg,Middle,249.0,12.479,2.116,1.074,1.042
0091,10,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,150,mg/kg,Middle,270.8,13.968,2.478,1.214,1.264
0091,10,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,150,mg/kg,Middle,257.5,12.477,2.319,1.148,1.171
0091,10,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,150,mg/kg,Middle,250.3,11.837,2.035,1.037,0.998
0091,10,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,150,mg/kg,Middle,250.0,11.959,2.21,1.124,1.086
0091,11,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,150,mg/kg,Middle,321.4,15.265,2.761,1.41,1.351
0091,11,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,150,mg/kg,Middle,324.2,14.876,2.544,1.275,1.269
0091,11,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,150,mg/kg,Middle,299.4,15.288,2.362,1.167,1.195
0091,11,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,150,mg/kg,Middle,334.7,15.774,2.542,1.264,1.278
0091,11,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,150,mg/kg,Middle,275.9,12.133,2.264,1.12,1.144
0091,12,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,150,mg/kg,Middle,372.3,15.838,2.728,1.36,1.368
0091,12,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,150,mg/kg,Middle,474.4,20.726,3.081,1.535,1.546
0091,12,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,150,mg/kg,Middle,377.4,15.824,2.488,1.269,1.219
0091,12,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,150,mg/kg,Middle,406.7,17.401,2.851,1.454,1.397
0091,12,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,150,mg/kg,Middle,369.5,15.853,2.973,1.521,1.452
0091,13,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,450,mg/kg,High,214.9,10.721,1.82,0.904,0.916
0091,13,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,450,mg/kg,High,217.4,9.98,1.762,0.88,0.882
0091,13,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,450,mg/kg,High,229.3,11.061,2.049,1.07,0.979
0091,13,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,450,mg/kg,High,236.9,11.311,2.219,1.092,1.127
0091,13,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,450,mg/kg,High,227.6,11.35,2.117,1.05,1.067
0091,14,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,450,mg/kg,High,265.0,13.686,2.461,1.181,1.28
0091,14,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,450,mg/kg,High,243.1,11.378,2.12,1.064,1.056
0091,14,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,450,mg/kg,High,260.0,13.556,2.386,1.227,1.159
0091,14,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,450,mg/kg,High,244.1,12.39,2.22,1.121,1.099
0091,14,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,450,mg/kg,High,276.4,15.313,2.499,1.199,1.3
0091,15,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,450,mg/kg,High,301.3,15.004,2.331,1.208,1.123
0091,15,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,450,mg/kg,High,314.2,15.72,2.538,1.258,1.28
0091,15,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,450,mg/kg,High,310.3,17.241,2.415,1.232,1.183
0091,15,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,450,mg/kg,High,301.4,14.691,2.497,1.237,1.26
0091,15,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,450,mg/kg,High,326.1,14.844,2.342,1.144,1.198
0091,16,1,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,450,mg/kg,High,387.3,17.448,2.603,1.312,1.291
0091,16,2,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,450,mg/kg,High,380.1,16.186,2.386,1.181,1.205
0091,16,3,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,450,mg/kg,High,363.3,16.237,3.062,1.565,1.497
0091,16,4,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,450,mg/kg,High,365.8,15.085,2.48,1.228,1.252
0091,16,5,valproic acid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,450,mg/kg,High,381.8,16.521,2.484,1.231,1.253
0093,01,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,220.5,10.969,1.889,0.93,0.959
0093,01,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,219.5,10.912,1.93,1.007,0.923
0093,01,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,216.6,11.225,1.855,0.96,0.895
0093,01,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,228.4,11.447,2.071,1.036,1.035
0093,01,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,225.3,11.512,1.902,0.967,0.935
0093,02,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,230.8,11.107,1.795,0.881,0.914
0093,02,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,248.8,11.335,1.952,1.003,0.949
0093,02,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,263.6,13.612,2.209,1.092,1.117
0093,02,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,255.3,12.55,2.091,1.064,1.027
0093,02,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,271.8,13.324,2.262,1.167,1.095
0093,03,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,288.2,11.612,2.2,1.1,1.1
0093,03,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,316.7,14.941,2.484,1.254,1.23
0093,03,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,308.5,14.393,2.318,1.14,1.178
0093,03,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,311.3,15.058,2.2,1.1,1.1
0093,03,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,255.4,11.456,2.0,0.99,1.01
0093,04,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,397.0,16.892,3.052,1.55,1.502
0093,04,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,407.6,18.126,2.816,1.407,1.409
0093,04,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,384.3,14.71,2.581,1.313,1.268
0093,04,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,393.6,15.941,2.952,1.545,1.407
0093,04,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,398.3,17.945,2.702,1.36,1.342
0093,05,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low,211.6,11.686,1.934,1.016,0.918
0093,05,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low,234.5,12.444,2.051,1.065,0.986
0093,05,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low,225.1,11.763,1.981,0.974,1.007
0093,05,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low,216.6,11.944,1.939,0.968,0.971
0093,05,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low,232.9,12.239,2.009,0.983,1.026
0093,06,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low,246.1,12.882,1.946,0.951,0.995
0093,06,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low,256.3,13.87,2.304,1.178,1.126
0093,06,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low,261.7,14.206,2.238,1.12,1.118
0093,06,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low,243.8,13.158,2.001,1.024,0.977
0093,06,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low,260.3,14.616,2.181,1.068,1.113
0093,07,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low,313.2,16.499,2.255,1.13,1.125
0093,07,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low,303.1,14.815,2.308,1.148,1.16
0093,07,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low,317.1,15.304,2.302,1.163,1.139
0093,07,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low,308.1,14.862,2.246,1.107,1.139
0093,07,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low,314.1,16.481,2.527,1.274,1.253
0093,08,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low,335.8,14.183,2.731,1.36,1.371
0093,08,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low,359.8,15.748,2.574,1.297,1.277
0093,08,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low,440.1,18.611,2.821,1.37,1.451
0093,08,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low,412.4,18.901,2.871,1.416,1.455
0093,08,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low,407.2,16.476,2.608,1.306,1.302
0093,09,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle,224.5,11.943,1.851,0.942,0.909
0093,09,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle,219.1,13.492,1.996,0.996,1.0
0093,09,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle,225.8,12.993,2.072,1.027,1.045
0093,09,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle,224.7,12.017,1.67,0.822,0.848
0093,09,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle,216.2,11.921,1.741,0.874,0.867
0093,10,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle,268.8,15.547,2.102,1.069,1.033
0093,10,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle,264.6,15.482,2.516,1.239,1.277
0093,10,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle,249.0,12.504,2.108,1.058,1.05
0093,10,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle,261.2,15.474,2.103,1.044,1.059
0093,10,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle,264.5,14.535,2.188,1.081,1.107
0093,11,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle,288.7,14.997,2.353,1.213,1.14
0093,11,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle,328.0,17.493,2.293,1.177,1.116
0093,11,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle,290.8,15.554,2.341,1.196,1.145
0093,11,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle,280.1,15.113,2.325,1.152,1.173
0093,11,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle,308.5,16.22,2.319,1.14,1.179
0093,12,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle,386.0,16.579,2.802,1.404,1.398
0093,12,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle,394.2,19.739,2.688,1.34,1.348
0093,12,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle,428.9,20.012,2.655,1.315,1.34
0093,12,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle,362.6,16.578,2.407,1.265,1.142
0093,12,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle,371.5,17.124,2.747,1.371,1.376
0093,13,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High,237.2,14.979,2.064,1.04,1.024
0093,13,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High,222.1,13.492,2.0,1.032,0.968
0093,13,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High,205.3,14.237,1.888,0.954,0.934
0093,13,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High,239.3,15.999,2.094,1.074,1.02
0093,13,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High,215.8,11.679,1.89,0.94,0.95
0093,14,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High,255.1,18.022,2.268,1.149,1.119
0093,14,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High,267.0,18.297,2.214,1.119,1.095
0093,14,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High,256.2,17.183,2.294,1.165,1.129
0093,14,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High,239.8,15.165,1.743,0.857,0.886
0093,14,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High,271.6,17.081,2.152,1.058,1.094
0093,15,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High,315.4,18.428,2.478,1.24,1.238
0093,15,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High,295.5,18.929,2.196,1.096,1.1
0093,15,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High,302.2,16.545,2.548,1.278,1.27
0093,15,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High,297.1,18.661,2.331,1.17,1.161
0093,15,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High,311.3,18.161,2.607,1.339,1.268
0093,16,1,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High,435.4,24.626,3.276,1.645,1.631
0093,16,2,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High,383.1,20.538,2.911,1.361,1.55
0093,16,3,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High,354.6,19.47,2.523,1.274,1.249
0093,16,4,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High,376.0,21.349,2.862,1.487,1.375
0093,16,5,phenobarbital,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High,345.2,18.201,2.663,1.33,1.333
0094,01,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control,191.9,9.459,1.929,0.967,0.962
0094,01,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control,198.2,10.16,1.762,0.89,0.872
0094,01,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control,187.1,9.142,1.598,0.829,0.769
0094,01,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control,194.7,9.009,1.76,0.863,0.897
0094,01,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control,199.2,9.416,2.078,1.059,1.019
0094,02,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control,189.2,9.744,1.794,0.907,0.887
0094,02,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control,194.8,8.988,1.805,0.885,0.92
0094,02,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control,194.2,9.071,1.793,0.906,0.887
0094,02,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control,182.6,8.307,1.788,0.925,0.863
0094,02,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control,191.3,8.331,1.67,0.851,0.819
0094,03,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,197.2,9.108,1.733,0.881,0.852
0094,03,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,185.6,7.806,1.669,0.836,0.833
0094,03,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,194.1,8.843,1.826,0.928,0.898
0094,03,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,197.4,8.589,1.736,0.896,0.84
0094,03,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,187.0,7.992,1.622,0.809,0.813
0094,04,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,205.0,9.973,1.653,0.842,0.811
0094,04,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,208.2,9.989,1.866,0.923,0.943
0094,04,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,197.2,8.758,1.823,0.93,0.893
0094,04,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,205.4,10.295,1.895,0.943,0.952
0094,04,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,216.8,9.923,2.051,1.041,1.01
0094,05,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low,191.6,8.573,1.69,0.837,0.853
0094,05,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low,198.6,8.955,1.753,0.908,0.845
0094,05,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low,199.9,9.718,1.848,0.922,0.926
0094,05,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low,189.2,8.357,1.88,0.955,0.925
0094,05,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low,194.9,8.713,1.69,0.859,0.831
0094,06,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,20,mg/kg,Low,194.5,9.411,1.803,0.891,0.912
0094,06,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,20,mg/kg,Low,181.6,8.005,1.71,0.85,0.86
0094,06,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,20,mg/kg,Low,190.9,8.542,1.811,0.917,0.894
0094,06,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,20,mg/kg,Low,195.3,8.401,1.774,0.909,0.865
0094,06,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,20,mg/kg,Low,186.4,8.06,1.699,0.836,0.863
0094,07,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,20,mg/kg,Low,185.5,8.363,1.647,0.832,0.815
0094,07,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,20,mg/kg,Low,193.2,8.115,1.947,0.986,0.961
0094,07,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,20,mg/kg,Low,184.3,7.07,1.636,0.819,0.817
0094,07,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,20,mg/kg,Low,193.1,7.65,1.775,0.902,0.873
0094,07,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,20,mg/kg,Low,199.8,8.513,1.727,0.877,0.85
0094,08,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,20,mg/kg,Low,195.1,8.212,1.801,0.896,0.905
0094,08,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,20,mg/kg,Low,203.4,8.636,1.74,0.886,0.854
0094,08,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,20,mg/kg,Low,209.6,8.741,2.22,1.115,1.105
0094,08,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,20,mg/kg,Low,191.0,7.93,1.531,0.794,0.737
0094,08,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,20,mg/kg,Low,207.4,9.208,1.853,0.957,0.896
0094,09,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Middle,197.2,9.502,1.701,0.891,0.81
0094,09,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Middle,185.9,8.041,1.441,0.728,0.713
0094,09,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Middle,193.8,8.384,1.578,0.806,0.772
0094,09,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Middle,197.6,9.515,1.996,1.0,0.996
0094,09,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Middle,187.4,8.753,1.592,0.807,0.785
0094,10,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Middle,192.6,9.013,1.771,0.892,0.879
0094,10,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Middle,198.4,9.085,1.815,0.939,0.876
0094,10,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Middle,185.5,7.672,1.664,0.838,0.826
0094,10,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Middle,189.7,7.881,1.704,0.866,0.838
0094,10,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Middle,200.1,8.691,1.848,0.919,0.929
0094,11,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Middle,188.0,7.781,1.86,0.926,0.934
0094,11,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Middle,189.8,8.051,1.771,0.913,0.858
0094,11,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Middle,194.9,7.199,1.849,0.923,0.926
0094,11,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Middle,188.9,7.566,1.876,0.955,0.921
0094,11,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Middle,193.0,7.841,1.722,0.881,0.841
0094,12,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Middle,204.6,8.663,1.792,0.908,0.884
0094,12,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Middle,205.6,9.325,1.947,1.0,0.947
0094,12,3,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Middle,201.4,7.793,1.723,0.885,0.838
0094,12,4,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Middle,208.0,8.6,1.662,0.854,0.808
0094,12,5,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Middle,198.2,8.266,2.017,1.02,0.997
0094,13,1,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,200,mg/kg,High,192.1,8.708,1.594,0.802,0.792
0094,13,2,rifampicin,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,200,mg/kg,High,204.9,9.462,2.04,1.038,1.002
