EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SINGLE_REPEAT_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
0211,11,4,sulfasalazine,Repeat,15 day,300,mg/kg,Middle,664.0,85.0,102.0,174.0,0.14,0.07,189.0,18.0,0.5,141.0,3.4,103.0,10.7,7.1,6.2,3.5,1.3,50.0,29.0,171.0,2.0
0211,11,5,sulfasalazine,Repeat,15 day,300,mg/kg,Middle,1146.0,70.0,81.0,144.0,0.16,0.09,189.0,17.0,0.4,141.0,3.7,102.0,10.8,7.3,6.0,3.6,1.5,69.0,41.0,280.0,3.0
0211,12,1,sulfasalazine,Repeat,29 day,300,mg/kg,Middle,874.0,52.0,130.0,118.0,0.17,0.11,197.0,21.0,0.5,142.0,3.4,106.0,9.9,5.6,5.3,3.2,1.5,70.0,40.0,146.0,1.0
0211,12,2,sulfasalazine,Repeat,29 day,300,mg/kg,Middle,565.0,81.0,87.0,166.0,0.14,0.07,208.0,19.0,0.6,142.0,3.2,104.0,10.5,5.7,6.3,3.9,1.6,71.0,41.0,174.0,1.0
0211,12,3,sulfasalazine,Repeat,29 day,300,mg/kg,Middle,587.0,60.0,71.0,129.0,0.13,0.08,200.0,17.0,0.5,143.0,3.6,104.0,10.7,6.4,6.1,3.4,1.3,62.0,39.0,122.0,1.0
0211,12,4,sulfasalazine,Repeat,29 day,300,mg/kg,Middle,677.0,60.0,105.0,125.0,0.14,0.08,242.0,16.0,0.5,141.0,3.0,102.0,10.2,6.2,5.8,3.4,1.4,57.0,36.0,93.0,1.0
0211,12,5,sulfasalazine,Repeat,29 day,300,mg/kg,Middle,641.0,45.0,70.0,105.0,0.14,0.07,224.0,17.0,0.4,141.0,3.5,103.0,10.2,7.6,5.9,3.5,1.5,58.0,31.0,137.0,2.0
0211,13,1,sulfasalazine,Repeat,4 day,1000,mg/kg,High,705.0,86.0,95.0,148.0,0.19,0.14,184.0,23.0,0.4,142.0,3.7,103.0,11.2,7.0,5.9,3.7,1.7,66.0,38.0,250.0,1.0
0211,13,2,sulfasalazine,Repeat,4 day,1000,mg/kg,High,1057.0,74.0,113.0,163.0,0.16,0.11,177.0,22.0,0.4,142.0,3.8,105.0,10.9,6.8,5.5,3.4,1.6,86.0,60.0,296.0,1.0
0211,13,3,sulfasalazine,Repeat,4 day,1000,mg/kg,High,709.0,71.0,47.0,145.0,0.12,0.07,196.0,19.0,0.4,140.0,3.6,104.0,10.5,6.1,5.7,3.6,1.7,90.0,56.0,239.0,1.0
0211,13,4,sulfasalazine,Repeat,4 day,1000,mg/kg,High,1075.0,78.0,45.0,140.0,0.12,0.07,191.0,19.0,0.4,141.0,3.4,103.0,10.6,7.2,5.6,3.4,1.5,75.0,49.0,231.0,2.0
0211,13,5,sulfasalazine,Repeat,4 day,1000,mg/kg,High,898.0,83.0,50.0,150.0,0.13,0.08,189.0,21.0,0.3,140.0,3.7,103.0,10.9,6.7,5.5,3.4,1.6,70.0,44.0,248.0,2.0
0211,14,1,sulfasalazine,Repeat,8 day,1000,mg/kg,High,933.0,68.0,71.0,138.0,0.14,0.08,221.0,19.0,0.4,143.0,3.2,105.0,10.7,6.8,5.7,3.6,1.7,74.0,50.0,221.0,1.0
0211,14,2,sulfasalazine,Repeat,8 day,1000,mg/kg,High,705.0,44.0,25.0,85.0,0.12,0.06,202.0,20.0,0.4,142.0,3.5,103.0,10.8,7.2,5.7,3.3,1.4,72.0,38.0,266.0,2.0
0211,14,3,sulfasalazine,Repeat,8 day,1000,mg/kg,High,674.0,49.0,37.0,98.0,0.13,0.08,190.0,19.0,0.4,143.0,3.5,104.0,10.7,7.2,5.8,3.6,1.6,73.0,43.0,157.0,2.0
0211,14,4,sulfasalazine,Repeat,8 day,1000,mg/kg,High,757.0,72.0,18.0,117.0,0.12,0.07,189.0,23.0,0.4,142.0,3.4,108.0,10.7,5.4,5.5,3.5,1.8,80.0,48.0,161.0,0.0
0211,14,5,sulfasalazine,Repeat,8 day,1000,mg/kg,High,712.0,82.0,31.0,152.0,0.12,0.05,212.0,18.0,0.4,142.0,3.3,103.0,10.7,9.4,5.9,3.5,1.5,71.0,51.0,277.0,2.0
0211,15,1,sulfasalazine,Repeat,15 day,1000,mg/kg,High,652.0,70.0,26.0,117.0,0.13,0.07,202.0,21.0,0.5,142.0,3.6,104.0,10.5,6.9,6.0,3.7,1.6,75.0,48.0,184.0,1.0
0211,15,2,sulfasalazine,Repeat,15 day,1000,mg/kg,High,700.0,67.0,19.0,111.0,0.12,0.06,179.0,24.0,0.5,141.0,3.5,103.0,10.5,6.0,6.2,3.7,1.5,74.0,42.0,211.0,1.0
0211,15,3,sulfasalazine,Repeat,15 day,1000,mg/kg,High,707.0,65.0,37.0,122.0,0.13,0.07,168.0,19.0,0.5,143.0,3.5,104.0,10.7,6.5,6.0,3.8,1.7,76.0,46.0,159.0,2.0
0211,15,4,sulfasalazine,Repeat,15 day,1000,mg/kg,High,1096.0,51.0,27.0,100.0,0.13,0.08,187.0,18.0,0.5,142.0,3.3,102.0,10.7,6.6,5.9,3.7,1.7,77.0,57.0,160.0,2.0
0211,15,5,sulfasalazine,Repeat,15 day,1000,mg/kg,High,726.0,83.0,60.0,161.0,0.12,0.06,195.0,24.0,0.4,141.0,3.8,102.0,10.9,7.6,6.2,3.7,1.5,74.0,45.0,269.0,1.0
0211,16,1,sulfasalazine,Repeat,29 day,1000,mg/kg,High,643.0,47.0,38.0,95.0,0.16,0.09,263.0,22.0,0.5,143.0,3.0,105.0,9.9,5.2,5.9,3.7,1.7,66.0,42.0,137.0,1.0
0211,16,2,sulfasalazine,Repeat,29 day,1000,mg/kg,High,742.0,65.0,21.0,107.0,0.12,0.06,198.0,17.0,0.5,143.0,3.5,104.0,10.3,5.7,6.5,3.8,1.4,69.0,40.0,162.0,2.0
0211,16,3,sulfasalazine,Repeat,29 day,1000,mg/kg,High,574.0,74.0,25.0,130.0,0.14,0.07,195.0,22.0,0.5,144.0,3.5,103.0,10.9,5.8,6.3,3.9,1.6,58.0,46.0,101.0,1.0
0211,16,4,sulfasalazine,Repeat,29 day,1000,mg/kg,High,679.0,50.0,38.0,99.0,0.14,0.08,187.0,20.0,0.5,143.0,3.3,104.0,10.4,6.8,5.7,3.7,1.9,79.0,49.0,102.0,1.0
0211,16,5,sulfasalazine,Repeat,29 day,1000,mg/kg,High,637.0,75.0,16.0,112.0,0.14,0.07,191.0,18.0,0.5,143.0,3.3,102.0,10.3,7.7,6.1,3.7,1.5,71.0,47.0,186.0,2.0
0213,01,1,cimetidine,Single,3 hr,0,mg/kg,Control,1351.0,66.0,69.0,134.0,0.13,0.08,177.0,14.0,0.4,140.0,3.8,100.0,10.8,8.1,5.4,3.5,1.8,82.0,36.0,120.0,1.0
0213,01,2,cimetidine,Single,3 hr,0,mg/kg,Control,1251.0,71.0,97.0,143.0,0.14,0.09,200.0,10.0,0.3,141.0,3.7,103.0,11.0,8.5,5.4,3.5,1.8,68.0,37.0,130.0,2.0
0213,01,3,cimetidine,Single,3 hr,0,mg/kg,Control,1089.0,73.0,79.0,144.0,0.14,0.08,189.0,13.0,0.3,142.0,3.5,104.0,10.9,8.6,5.6,3.5,1.7,71.0,36.0,114.0,1.0
0213,01,4,cimetidine,Single,3 hr,0,mg/kg,Control,833.0,66.0,36.0,131.0,0.12,0.05,198.0,14.0,0.4,141.0,3.8,104.0,10.8,9.1,5.2,3.3,1.7,67.0,35.0,180.0,2.0
0213,01,5,cimetidine,Single,3 hr,0,mg/kg,Control,878.0,110.0,44.0,186.0,0.12,0.06,181.0,11.0,0.3,140.0,3.9,102.0,10.5,9.5,5.4,3.1,1.3,68.0,43.0,127.0,1.0
0213,02,1,cimetidine,Single,6 hr,0,mg/kg,Control,1053.0,80.0,79.0,150.0,0.15,0.08,209.0,12.0,0.4,139.0,3.8,99.0,10.5,9.0,5.3,3.4,1.8,78.0,43.0,162.0,2.0
0213,02,2,cimetidine,Single,6 hr,0,mg/kg,Control,791.0,87.0,107.0,168.0,0.16,0.1,185.0,12.0,0.4,141.0,3.7,102.0,11.0,8.3,5.5,3.3,1.5,69.0,31.0,214.0,1.0
0213,02,3,cimetidine,Single,6 hr,0,mg/kg,Control,930.0,75.0,69.0,136.0,0.13,0.06,192.0,9.0,0.4,140.0,3.8,101.0,10.7,9.7,5.5,3.0,1.2,81.0,45.0,105.0,2.0
0213,02,4,cimetidine,Single,6 hr,0,mg/kg,Control,930.0,85.0,37.0,148.0,0.13,0.06,175.0,8.0,0.4,141.0,4.0,103.0,10.7,10.4,5.4,3.4,1.7,68.0,34.0,230.0,1.0
0213,02,5,cimetidine,Single,6 hr,0,mg/kg,Control,809.0,82.0,30.0,154.0,0.12,0.07,216.0,10.0,0.4,142.0,3.9,103.0,10.4,10.9,5.6,3.4,1.5,55.0,37.0,97.0,1.0
0213,03,1,cimetidine,Single,9 hr,0,mg/kg,Control,818.0,69.0,78.0,128.0,0.15,0.08,200.0,12.0,0.3,139.0,4.0,101.0,10.5,9.4,5.3,3.2,1.5,69.0,26.0,105.0,1.0
0213,03,2,cimetidine,Single,9 hr,0,mg/kg,Control,862.0,88.0,51.0,148.0,0.13,0.08,195.0,16.0,0.4,140.0,3.9,104.0,10.9,9.5,5.4,3.4,1.7,58.0,28.0,91.0,2.0
0213,03,3,cimetidine,Single,9 hr,0,mg/kg,Control,833.0,96.0,51.0,169.0,0.15,0.08,177.0,10.0,0.3,141.0,4.0,102.0,10.5,10.6,5.8,3.7,1.8,69.0,39.0,128.0,2.0
0213,03,4,cimetidine,Single,9 hr,0,mg/kg,Control,835.0,76.0,42.0,147.0,0.13,0.08,193.0,15.0,0.3,142.0,3.6,102.0,10.5,10.6,5.4,3.4,1.7,73.0,31.0,196.0,1.0
0213,03,5,cimetidine,Single,9 hr,0,mg/kg,Control,862.0,58.0,17.0,103.0,0.1,0.05,181.0,10.0,0.3,142.0,3.4,102.0,10.1,10.1,5.3,3.0,1.3,62.0,26.0,82.0,1.0
0213,04,1,cimetidine,Single,24 hr,0,mg/kg,Control,939.0,83.0,121.0,164.0,0.18,0.11,285.0,17.0,0.5,139.0,4.6,99.0,11.0,8.0,5.6,3.5,1.7,67.0,41.0,178.0,1.0
0213,04,2,cimetidine,Single,24 hr,0,mg/kg,Control,904.0,83.0,135.0,167.0,0.16,0.11,213.0,17.0,0.4,141.0,3.8,104.0,10.8,7.0,5.8,3.6,1.6,65.0,33.0,130.0,3.0
0213,04,3,cimetidine,Single,24 hr,0,mg/kg,Control,925.0,77.0,171.0,149.0,0.19,0.13,204.0,15.0,0.4,141.0,3.6,103.0,11.0,6.6,5.7,3.4,1.5,57.0,39.0,134.0,2.0
0213,04,4,cimetidine,Single,24 hr,0,mg/kg,Control,1065.0,87.0,107.0,174.0,0.16,0.09,209.0,15.0,0.3,141.0,3.9,102.0,10.7,8.3,5.6,3.4,1.5,70.0,36.0,187.0,2.0
0213,04,5,cimetidine,Single,24 hr,0,mg/kg,Control,966.0,69.0,60.0,139.0,0.13,0.07,208.0,14.0,0.3,139.0,4.1,100.0,10.8,8.4,5.5,3.4,1.6,61.0,35.0,109.0,1.0
0213,05,1,cimetidine,Single,3 hr,100,mg/kg,Low,1180.0,82.0,45.0,157.0,0.12,0.07,205.0,8.0,0.4,140.0,3.8,103.0,10.6,8.5,5.5,3.3,1.5,68.0,41.0,107.0,0.0
0213,05,2,cimetidine,Single,3 hr,100,mg/kg,Low,1046.0,87.0,83.0,157.0,0.15,0.08,179.0,8.0,0.4,140.0,3.8,101.0,11.0,8.8,5.6,3.6,1.8,79.0,45.0,133.0,2.0
0213,05,3,cimetidine,Single,3 hr,100,mg/kg,Low,771.0,65.0,24.0,120.0,0.12,0.06,203.0,10.0,0.4,141.0,3.9,103.0,10.0,10.3,5.2,3.4,1.9,62.0,31.0,108.0,1.0
0213,05,4,cimetidine,Single,3 hr,100,mg/kg,Low,1586.0,79.0,50.0,145.0,0.13,0.07,191.0,11.0,0.4,140.0,4.3,103.0,10.8,9.6,5.7,3.3,1.4,72.0,42.0,266.0,0.0
0213,05,5,cimetidine,Single,3 hr,100,mg/kg,Low,1253.0,63.0,35.0,124.0,0.13,0.08,197.0,11.0,0.4,142.0,4.1,103.0,10.6,10.1,5.3,3.3,1.7,70.0,38.0,158.0,0.0
0213,06,1,cimetidine,Single,6 hr,100,mg/kg,Low,855.0,76.0,68.0,140.0,0.12,0.06,202.0,11.0,0.4,141.0,3.6,101.0,10.4,8.8,5.3,3.3,1.7,60.0,29.0,164.0,2.0
0213,06,2,cimetidine,Single,6 hr,100,mg/kg,Low,794.0,83.0,48.0,152.0,0.14,0.07,198.0,7.0,0.4,140.0,3.9,101.0,10.8,9.4,5.4,3.3,1.6,62.0,34.0,253.0,1.0
0213,06,3,cimetidine,Single,6 hr,100,mg/kg,Low,1154.0,74.0,59.0,145.0,0.15,0.08,192.0,9.0,0.4,142.0,3.5,103.0,10.5,10.0,5.8,3.6,1.6,66.0,36.0,129.0,1.0
0213,06,4,cimetidine,Single,6 hr,100,mg/kg,Low,843.0,59.0,87.0,133.0,0.13,0.07,196.0,11.0,0.4,141.0,3.4,103.0,10.7,10.1,5.6,3.6,1.8,67.0,35.0,247.0,3.0
0213,06,5,cimetidine,Single,6 hr,100,mg/kg,Low,779.0,61.0,45.0,120.0,0.12,0.07,185.0,10.0,0.3,143.0,4.1,104.0,10.5,9.5,5.6,3.3,1.4,65.0,38.0,107.0,2.0
0213,07,1,cimetidine,Single,9 hr,100,mg/kg,Low,788.0,67.0,69.0,129.0,0.15,0.09,213.0,11.0,0.3,140.0,3.9,103.0,10.6,10.2,5.5,3.5,1.8,59.0,29.0,104.0,2.0
0213,07,2,cimetidine,Single,9 hr,100,mg/kg,Low,925.0,102.0,62.0,171.0,0.15,0.09,185.0,13.0,0.3,140.0,3.8,104.0,10.9,10.1,5.7,3.6,1.7,64.0,29.0,124.0,1.0
0213,07,3,cimetidine,Single,9 hr,100,mg/kg,Low,979.0,73.0,28.0,127.0,0.13,0.06,189.0,8.0,0.3,143.0,3.8,104.0,10.2,9.5,5.6,3.2,1.3,66.0,35.0,145.0,1.0
0213,07,4,cimetidine,Single,9 hr,100,mg/kg,Low,853.0,64.0,29.0,120.0,0.13,0.08,192.0,12.0,0.3,141.0,4.2,103.0,10.2,10.6,5.4,3.2,1.5,60.0,27.0,201.0,1.0
0213,07,5,cimetidine,Single,9 hr,100,mg/kg,Low,909.0,66.0,26.0,128.0,0.13,0.06,193.0,14.0,0.3,143.0,3.9,103.0,10.6,9.5,5.5,3.3,1.5,61.0,37.0,113.0,1.0
0213,08,1,cimetidine,Single,24 hr,100,mg/kg,Low,1750.0,69.0,100.0,137.0,0.17,0.11,202.0,18.0,0.4,139.0,5.0,100.0,10.8,6.6,5.4,3.2,1.5,67.0,36.0,145.0,1.0
0213,08,2,cimetidine,Single,24 hr,100,mg/kg,Low,714.0,66.0,145.0,138.0,0.2,0.13,214.0,15.0,0.4,139.0,3.8,102.0,10.9,6.8,5.5,3.5,1.8,58.0,27.0,189.0,2.0
0213,08,3,cimetidine,Single,24 hr,100,mg/kg,Low,1100.0,76.0,75.0,142.0,0.15,0.1,204.0,15.0,0.4,142.0,3.8,104.0,10.6,6.6,5.4,3.6,2.0,74.0,49.0,130.0,2.0
0213,08,4,cimetidine,Single,24 hr,100,mg/kg,Low,986.0,73.0,15.0,124.0,0.12,0.06,184.0,15.0,0.4,141.0,3.8,104.0,10.5,7.2,5.3,3.3,1.7,69.0,37.0,203.0,1.0
0213,08,5,cimetidine,Single,24 hr,100,mg/kg,Low,750.0,82.0,159.0,178.0,0.17,0.1,193.0,16.0,0.4,139.0,4.4,101.0,11.2,7.3,5.7,3.6,1.7,54.0,27.0,111.0,2.0
0213,09,1,cimetidine,Single,3 hr,300,mg/kg,Middle,1442.0,82.0,63.0,158.0,0.13,0.08,195.0,12.0,0.4,141.0,3.9,104.0,10.4,8.7,5.6,3.3,1.4,60.0,34.0,127.0,1.0
0213,09,2,cimetidine,Single,3 hr,300,mg/kg,Middle,1434.0,99.0,84.0,189.0,0.14,0.07,196.0,13.0,0.4,141.0,4.4,104.0,11.0,8.1,5.4,3.4,1.7,71.0,44.0,219.0,1.0
0213,09,3,cimetidine,Single,3 hr,300,mg/kg,Middle,1035.0,57.0,48.0,124.0,0.13,0.06,187.0,10.0,0.4,140.0,4.2,102.0,10.4,8.8,5.3,3.4,1.8,71.0,34.0,107.0,2.0
0213,09,4,cimetidine,Single,3 hr,300,mg/kg,Middle,912.0,98.0,41.0,165.0,0.12,0.06,190.0,8.0,0.4,141.0,3.9,104.0,10.4,9.2,5.1,3.0,1.4,68.0,36.0,119.0,1.0
0213,09,5,cimetidine,Single,3 hr,300,mg/kg,Middle,1420.0,79.0,49.0,154.0,0.17,0.09,188.0,11.0,0.4,141.0,4.0,103.0,11.1,9.1,5.7,3.6,1.7,73.0,39.0,206.0,2.0
0213,10,1,cimetidine,Single,6 hr,300,mg/kg,Middle,963.0,72.0,83.0,131.0,0.15,0.07,173.0,8.0,0.4,140.0,3.6,102.0,10.4,8.9,5.4,3.5,1.8,69.0,38.0,175.0,1.0
0213,10,2,cimetidine,Single,6 hr,300,mg/kg,Middle,833.0,72.0,89.0,145.0,0.15,0.08,196.0,10.0,0.4,141.0,3.6,102.0,10.4,8.8,5.6,3.6,1.8,60.0,27.0,118.0,2.0
0213,10,3,cimetidine,Single,6 hr,300,mg/kg,Middle,1078.0,59.0,54.0,124.0,0.14,0.07,171.0,8.0,0.4,142.0,3.7,105.0,10.2,9.9,5.4,3.4,1.7,72.0,42.0,147.0,1.0
0213,10,4,cimetidine,Single,6 hr,300,mg/kg,Middle,890.0,79.0,37.0,155.0,0.11,0.05,187.0,7.0,0.4,139.0,4.1,102.0,10.6,10.2,5.4,3.1,1.3,62.0,41.0,153.0,2.0
0213,10,5,cimetidine,Single,6 hr,300,mg/kg,Middle,867.0,69.0,37.0,136.0,0.13,0.07,198.0,9.0,0.4,143.0,3.9,105.0,10.3,10.0,5.6,3.5,1.7,77.0,43.0,150.0,1.0
0213,11,1,cimetidine,Single,9 hr,300,mg/kg,Middle,617.0,89.0,51.0,155.0,0.15,0.08,195.0,10.0,0.4,141.0,3.7,104.0,10.2,10.8,5.6,3.6,1.8,57.0,31.0,81.0,2.0
0213,11,2,cimetidine,Single,9 hr,300,mg/kg,Middle,680.0,69.0,33.0,129.0,0.12,0.07,190.0,8.0,0.4,140.0,4.3,102.0,10.3,9.6,5.3,3.3,1.7,62.0,33.0,157.0,1.0
0213,11,3,cimetidine,Single,9 hr,300,mg/kg,Middle,919.0,65.0,47.0,129.0,0.11,0.05,181.0,9.0,0.3,141.0,3.6,102.0,10.5,10.0,5.4,3.2,1.5,52.0,32.0,73.0,1.0
0213,11,4,cimetidine,Single,9 hr,300,mg/kg,Middle,1036.0,79.0,32.0,147.0,0.12,0.07,198.0,13.0,0.4,142.0,4.0,102.0,10.7,9.5,5.5,3.3,1.5,58.0,31.0,89.0,2.0
0213,11,5,cimetidine,Single,9 hr,300,mg/kg,Middle,784.0,60.0,19.0,120.0,0.14,0.07,185.0,9.0,0.4,141.0,3.7,100.0,9.9,11.5,5.5,3.5,1.8,64.0,28.0,178.0,2.0
0213,12,1,cimetidine,Single,24 hr,300,mg/kg,Middle,1136.0,73.0,132.0,169.0,0.19,0.12,204.0,20.0,0.4,139.0,4.3,101.0,11.1,8.1,5.8,3.5,1.5,67.0,35.0,166.0,2.0
0213,12,2,cimetidine,Single,24 hr,300,mg/kg,Middle,958.0,98.0,99.0,186.0,0.15,0.09,191.0,15.0,0.4,142.0,4.0,103.0,10.7,6.9,5.5,3.5,1.8,66.0,27.0,262.0,2.0
0213,12,3,cimetidine,Single,24 hr,300,mg/kg,Middle,1323.0,76.0,94.0,163.0,0.15,0.08,213.0,15.0,0.4,142.0,3.9,104.0,10.7,6.8,6.0,3.6,1.5,65.0,42.0,133.0,1.0
0213,12,4,cimetidine,Single,24 hr,300,mg/kg,Middle,991.0,86.0,97.0,166.0,0.14,0.09,203.0,14.0,0.4,141.0,3.8,102.0,11.0,8.0,5.5,3.3,1.5,77.0,36.0,211.0,1.0
0213,12,5,cimetidine,Single,24 hr,300,mg/kg,Middle,872.0,56.0,48.0,115.0,0.13,0.07,193.0,13.0,0.3,140.0,3.5,101.0,10.8,7.2,5.3,3.4,1.8,64.0,39.0,145.0,2.0
0213,13,1,cimetidine,Single,3 hr,1000,mg/kg,High,1198.0,71.0,47.0,134.0,0.13,0.08,179.0,9.0,0.4,142.0,4.0,105.0,10.4,7.5,5.4,3.4,1.7,67.0,38.0,134.0,1.0
0213,13,2,cimetidine,Single,3 hr,1000,mg/kg,High,1032.0,91.0,60.0,165.0,0.12,0.06,177.0,10.0,0.5,140.0,4.1,103.0,10.6,7.1,5.5,3.5,1.8,69.0,37.0,273.0,1.0
0213,13,3,cimetidine,Single,3 hr,1000,mg/kg,High,1171.0,75.0,31.0,149.0,0.13,0.07,183.0,8.0,0.4,142.0,3.8,105.0,10.7,8.8,5.3,3.4,1.8,68.0,33.0,125.0,0.0
0213,13,4,cimetidine,Single,3 hr,1000,mg/kg,High,911.0,78.0,49.0,153.0,0.12,0.07,189.0,7.0,0.4,141.0,4.1,105.0,10.4,8.9,5.2,3.2,1.6,63.0,37.0,98.0,1.0
0213,13,5,cimetidine,Single,3 hr,1000,mg/kg,High,843.0,73.0,46.0,150.0,0.12,0.06,181.0,9.0,0.4,142.0,4.0,104.0,10.7,9.1,5.3,3.2,1.5,68.0,33.0,245.0,2.0
0213,14,1,cimetidine,Single,6 hr,1000,mg/kg,High,839.0,63.0,130.0,140.0,0.16,0.1,195.0,9.0,0.4,142.0,4.3,103.0,10.8,9.6,5.8,3.3,1.3,70.0,32.0,206.0,1.0
0213,14,2,cimetidine,Single,6 hr,1000,mg/kg,High,886.0,78.0,90.0,146.0,0.14,0.07,186.0,8.0,0.4,141.0,3.8,102.0,10.6,9.4,5.5,3.3,1.5,60.0,40.0,101.0,1.0
0213,14,3,cimetidine,Single,6 hr,1000,mg/kg,High,907.0,76.0,77.0,154.0,0.16,0.08,203.0,8.0,0.4,143.0,3.8,105.0,11.0,10.2,5.6,3.4,1.5,61.0,28.0,177.0,1.0
0213,14,4,cimetidine,Single,6 hr,1000,mg/kg,High,941.0,75.0,66.0,153.0,0.12,0.07,207.0,8.0,0.4,143.0,3.9,104.0,10.3,9.7,5.4,3.3,1.6,69.0,36.0,76.0,1.0
0213,14,5,cimetidine,Single,6 hr,1000,mg/kg,High,1202.0,86.0,53.0,174.0,0.13,0.07,213.0,8.0,0.4,143.0,4.0,104.0,10.2,10.2,5.8,3.5,1.5,69.0,35.0,251.0,2.0
0213,15,1,cimetidine,Single,9 hr,1000,mg/kg,High,1552.0,73.0,82.0,146.0,0.12,0.06,188.0,10.0,0.4,140.0,3.9,104.0,10.7,10.3,5.5,3.3,1.5,66.0,39.0,97.0,2.0
0213,15,2,cimetidine,Single,9 hr,1000,mg/kg,High,802.0,71.0,94.0,156.0,0.15,0.08,206.0,8.0,0.4,143.0,3.7,103.0,10.6,9.5,5.7,3.6,1.7,61.0,31.0,287.0,2.0
0213,15,3,cimetidine,Single,9 hr,1000,mg/kg,High,959.0,91.0,76.0,164.0,0.14,0.07,193.0,8.0,0.4,142.0,3.9,104.0,10.3,9.0,5.6,3.5,1.7,59.0,33.0,93.0,1.0
0213,15,4,cimetidine,Single,9 hr,1000,mg/kg,High,892.0,63.0,21.0,132.0,0.13,0.07,200.0,8.0,0.3,142.0,3.4,102.0,10.2,10.0,5.5,3.6,1.9,67.0,35.0,104.0,0.0
0213,15,5,cimetidine,Single,9 hr,1000,mg/kg,High,950.0,88.0,20.0,154.0,0.13,0.06,181.0,7.0,0.4,143.0,3.8,105.0,9.7,9.8,5.3,3.4,1.8,59.0,26.0,204.0,2.0
0213,16,1,cimetidine,Single,24 hr,1000,mg/kg,High,928.0,77.0,173.0,166.0,0.18,0.13,201.0,20.0,0.4,140.0,4.2,101.0,10.7,7.7,5.3,3.2,1.5,65.0,29.0,161.0,1.0
0213,16,2,cimetidine,Single,24 hr,1000,mg/kg,High,949.0,87.0,130.0,166.0,0.17,0.12,200.0,19.0,0.4,140.0,3.8,103.0,10.5,7.1,5.3,3.1,1.4,69.0,36.0,264.0,2.0
0213,16,3,cimetidine,Single,24 hr,1000,mg/kg,High,1296.0,76.0,70.0,142.0,0.16,0.1,202.0,18.0,0.4,140.0,4.1,103.0,10.8,6.7,5.6,3.5,1.7,73.0,39.0,177.0,2.0
0213,16,4,cimetidine,Single,24 hr,1000,mg/kg,High,1236.0,76.0,36.0,138.0,0.13,0.07,213.0,16.0,0.4,141.0,3.4,102.0,10.4,9.3,5.2,3.2,1.6,68.0,32.0,100.0,2.0
0213,16,5,cimetidine,Single,24 hr,1000,mg/kg,High,863.0,65.0,72.0,128.0,0.14,0.08,218.0,16.0,0.3,139.0,3.5,101.0,10.7,7.6,5.5,3.5,1.8,69.0,35.0,298.0,0.0
0214,01,1,cimetidine,Repeat,4 day,0,mg/kg,Control,1002.0,82.0,62.0,145.0,0.14,0.09,210.0,15.0,0.4,140.0,3.6,100.0,10.8,6.2,5.8,3.7,1.8,73.0,41.0,140.0,1.0
0214,01,2,cimetidine,Repeat,4 day,0,mg/kg,Control,1070.0,74.0,121.0,162.0,0.19,0.13,195.0,14.0,0.4,142.0,3.8,104.0,10.5,7.6,5.5,3.6,1.9,72.0,35.0,105.0,1.0
0214,01,3,cimetidine,Repeat,4 day,0,mg/kg,Control,848.0,82.0,126.0,174.0,0.15,0.1,213.0,13.0,0.4,142.0,3.6,103.0,10.9,7.4,5.8,3.7,1.8,73.0,39.0,144.0,1.0
0214,01,4,cimetidine,Repeat,4 day,0,mg/kg,Control,1157.0,64.0,124.0,153.0,0.15,0.1,179.0,15.0,0.4,141.0,4.0,104.0,10.9,7.5,5.6,3.3,1.4,69.0,34.0,210.0,1.0
0214,01,5,cimetidine,Repeat,4 day,0,mg/kg,Control,1271.0,77.0,82.0,156.0,0.14,0.09,194.0,15.0,0.4,141.0,3.7,103.0,10.6,6.8,5.7,3.4,1.5,68.0,34.0,151.0,1.0
0214,02,1,cimetidine,Repeat,8 day,0,mg/kg,Control,951.0,70.0,99.0,140.0,0.15,0.1,251.0,17.0,0.5,140.0,3.9,101.0,10.5,9.0,5.7,3.4,1.5,63.0,34.0,182.0,1.0
0214,02,2,cimetidine,Repeat,8 day,0,mg/kg,Control,1076.0,67.0,142.0,142.0,0.18,0.12,218.0,17.0,0.4,142.0,3.7,105.0,10.5,6.6,5.8,3.6,1.6,61.0,29.0,165.0,2.0
0214,02,3,cimetidine,Repeat,8 day,0,mg/kg,Control,1220.0,63.0,145.0,141.0,0.18,0.13,246.0,18.0,0.4,141.0,3.5,103.0,10.2,8.0,5.5,3.2,1.4,72.0,40.0,154.0,2.0
0214,02,4,cimetidine,Repeat,8 day,0,mg/kg,Control,1195.0,85.0,119.0,171.0,0.15,0.08,236.0,16.0,0.4,141.0,4.1,103.0,10.7,7.7,5.8,3.3,1.3,62.0,39.0,215.0,0.0
